# 2017-12-15T00:52:18.857691Z 26160 8357933117913
-44 -201 -100773 -74372 70859 94336 96377 113885
33 184 -99847 -75646 72161 93668 96440 113765
-18 -45 -98847 -76039 73152 93768 96532 113665
-26 -90 -98294 -76268 73686 93801 96645 113595
34 204 -98144 -76301 73803 93826 96774 113565
-45 -200 -97843 -76420 74090 93828 96901 113572
24 127 -98110 -76581 73931 93561 97017 113613
4 30 -98371 -76807 73822 93249 97117 113683
-33 -155 -98174 -77933 74467 92380 97191 113769
42 216 -98036 -78475 74822 91996 97241 113867
-39 -171 -97672 -79259 75461 91505 97275 113966
12 59 -97177 -79221 75860 91769 97290 114075
17 111 -96351 -79528 76658 91855 97277 114179
-43 -193 -96239 -79557 76742 91874 97239 114285
40 207 -96019 -79070 76710 92360 97174 114387
-30 -115 -96421 -78964 76321 92262 97078 114469
-8 -31 -97091 -78684 75652 92208 96963 114532
29 171 -97460 -78517 75297 92186 96834 114556
-43 -203 -98020 -78876 74986 91662 96697 114539
33 179 -98043 -78756 74937 91777 96579 114487
-13 -37 -97587 -78663 75281 92063 96477 114400
-25 -105 -98088 -77439 74350 92900 96412 114293
35 207 -97644 -77192 74598 93293 96376 114177
-44 -195 -98416 -75895 73401 94059 96370 114061
19 122 -98790 -75189 72788 94474 96392 113952
4 46 -99657 -74501 71788 94681 96434 113856
-37 -163 -100398 -73464 70753 95232 96487 113768
40 218 -101430 -72568 69547 95556 96560 113691
-37 -158 -102202 -72102 68729 95642 96649 113628
5 49 -102419 -71766 68421 95862 96761 113593
18 128 -102506 -70522 67833 96894 96880 113582
-46 -193 -102493 -69646 67473 97643 97005 113597
39 199 -102656 -69162 67116 97980 97125 113655
-25 -103 -103030 -67881 66263 98888 97222 113745
-11 -47 -103362 -67871 65975 98735 97288 113860
35 178 -103971 -67506 65322 98776 97320 113990
-44 -205 -104250 -67828 65237 98388 97314 114121
35 167 -103992 -68609 65794 97842 97273 114236
-8 -26 -103731 -69415 66357 97292 97211 114335
-25 -113 -103018 -70086 67235 97042 97132 114411
37 212 -102506 -70056 67639 97293 97042 114465
-43 -192 -102430 -69446 67433 97841 96946 114500
18 109 -102732 -68763 66881 98281 96845 114518
6 58 -102992 -67911 66297 98868 96734 114511
-37 -172 -104046 -66977 65035 99197 96622 114480
41 216 -104861 -66453 64155 99285 96518 114419
-33 -153 -105547 -66245 63510 99182 96427 114337
5 31 -106149 -65386 62672 99671 96365 114228
23 132 -106270 -65337 62561 99684 96336 114097
-43 -194 -106477 -64563 62066 100273 96350 113965
35 203 -106497 -63263 61505 101370 96399 113839
-24 -88 -106581 -62343 61037 102092 96476 113727
-17 -54 -107493 -61164 59772 102694 96571 113653
31 187 -108440 -59836 58433 103402 96678 113612
-44 -204 -109143 -58760 57412 103996 96788 113596
27 165 -110031 -58493 56575 103851 96890 113604
-2 -13 -110679 -58237 55947 103808 96992 113633
-26 -128 -110626 -58386 56064 103730 97085 113686
42 211 -110433 -58184 56151 103998 97172 113752
-42 -190 -109750 -58176 56710 104298 97243 113835
19 95 -109825 -57991 56551 104431 97295 113940
11 73 -110237 -56333 55509 105652 97325 114060
-38 -177 -110077 -56339 55632 105683 97313 114186
43 213 -111078 -55652 54510 105829 97261 114310
-32 -146 -111504 -55589 54143 105700 97176 114418
4 17 -112156 -55234 53469 105726 97064 114494
27 143 -112426 -55072 53192 105767 96940 114540
-42 -200 -112694 -55026 52958 105713 96818 114544
37 202 -112582 -54431 52812 106284 96706 114516
-20 -78 -112161 -54129 53024 106720 96603 114460
-17 -69 -111822 -54106 53273 106872 96519 114387
32 194 -111757 -54512 53478 106551 96455 114307
-43 -203 -111439 -54523 53744 106649 96408 114214
29 153 -111799 -55082 53682 106012 96381 114111
-3 6 -111556 -56098 54324 105249 96378 114002
-28 -133 -111193 -56901 54970 104729 96397 113888
41 215 -110936 -57878 55599 104025 96449 113775
-40 -177 -109741 -59294 57191 103341 96535 113675
12 91 -108821 -60134 58297 103032 96641 113604
12 88 -107729 -60760 59446 102951 96769 113562
-45 -179 -107670 -61137 59626 102656 96900 113564
42 206 -107688 -60692 59419 103006 97027 113604
-28 -139 -107738 -60809 59425 102865 97129 113674
-1 -2 -108139 -61342 59320 102239 97208 113770
30 152 -108099 -61793 59557 101878 97259 113877
-41 -205 -108189 -62004 59583 101677 97283 113986
37 190 -108032 -62132 59777 101652 97285 114093
-17 -63 -107983 -61789 59679 101981 97267 114196
-18 -83 -107904 -60895 59363 102775 97227 114293
36 199 -108250 -59719 58569 103617 97166 114381
-46 -201 -108235 -59545 58495 103748 97083 114456
27 139 -108616 -59152 58008 103899 96974 114516
0 16 -109179 -59251 57586 103568 96854 114549
-29 -145 -109471 -59466 57449 103263 96726 114543
42 216 -109299 -60268 57940 102668 96599 114500
-38 -177 -108912 -60935 58549 102279 96490 114418
12 77 -108604 -61525 59056 101939 96415 114315
13 100 -107585 -61664 59958 102255 96373 114189
-41 -186 -106756 -62593 61011 101814 96366 114063
36 215 -106666 -62450 61008 101963 96389 113948
-30 -124 -106320 -62651 61369 101911 96435 113842
-6 -11 -106633 -63020 61256 101450 96497 113755
28 162 -106788 -63567 61366 100916 96574 113687
-44 -204 -106896 -64342 61616 100229 96663 113636
33 188 -106411 -64835 62245 100027 96765 113601
-13 -51 -106354 -65171 62435 99787 96878 113590
-18 -97 -105980 -64923 62639 100172 96997 113608
38 198 -105868 -64503 62549 100578 97118 113655
-45 -201 -104987 -65024 63480 100499 97220 113741
22 127 -105303 -64287 62891 100977 97291 113855
5 29 -105461 -64236 62735 100931 97328 113982
-32 -155 -106323 -63478 61708 101193 97324 114114
43 216 -107172 -63471 61017 100846 97286 114242
-37 -173 -107270 -63771 61079 100568 97218 114349
12 60 -107208 -63644 61093 100720 97128 114429
17 113 -107016 -63274 61100 101130 97026 114481
-43 -191 -107013 -62822 60910 101523 96925 114507
37 212 -106759 -62175 60835 102170 96822 114511
-28 -114 -106895 -61667 60490 102524 96715 114494
-8 -32 -107714 -60756 59419 102931 96610 114458
30 172 -108416 -60389 58689 102932 96514 114398
-43 -205 -108737 -60568 58512 102643 96433 114313
34 182 -109328 -60021 57811 102866 96373 114204
-12 -38 -109479 -60111 57739 102740 96343 114077
-21 -100 -109677 -59700 57412 103031 96357 113943
37 209 -109351 -59351 57534 103474 96411 113811
-43 -195 -109239 -58680 57337 104089 96497 113704
18 128 -109321 -57926 56934 104680 96602 113628
5 44 -109883 -57305 56193 104957 96721 113591
-37 -161 -110381 -56520 55454 105388 96841 113585
42 214 -111038 -56487 54899 105136 96950 113612
-31 -166 -111564 -56274 54388 105101 97049 113662
11 44 -111832 -56163 54139 105094 97135 113725
23 120 -111790 -56541 54341 104815 97208 113808
-42 -195 -111358 -56403 54650 105131 97267 113903
39 202 -110652 -56436 55238 105404 97301 114007
-24 -102 -110374 -56268 55380 105652 97310 114121
-11 -43 -110239 -56144 55420 105791 97284 114243
36 178 -110540 -56248 55204 105558 97221 114359
-44 -207 -111003 -56117 54770 105466 97126 114459
33 167 -111088 -56566 54907 105047 97009 114524
-7 -26 -111129 -57428 55244 104313 96879 114557
-24 -114 -110671 -58039 55892 104007 96748 114547
39 215 -110321 -58654 56444 103655 96630 114498
-43 -190 -109325 -58793 57332 103957 96534 114417
18 111 -108937 -59437 57899 103577 96462 114323
5 60 -108481 -58934 58054 104174 96415 114222
-37 -172 -108623 -59465 58137 103650 96392 114115
39 218 -108779 -59263 57922 103735 96389 114011
-33 -154 -109517 -59328 57348 103368 96409 113906
5 34 -109655 -59141 57175 103469 96451 113802
23 132 -109713 -59938 57470 102782 96522 113707
-43 -194 -109457 -60281 57834 102624 96613 113633
36 208 -109070 -60435 58227 102679 96735 113581
-22 -89 -108152 -60324 58933 103161 96865 113563
-18 -48 -108329 -59521 58431 103750 96993 113580
35 181 -108764 -58927 57806 104055 97114 113641
-41 -209 -108876 -58573 57560 104277 97209 113730
31 157 -109911 -58287 56581 104084 97275 113850
-2 -15 -110106 -57849 56257 104364 97304 113970
-25 -126 -110692 -58449 56030 103630 97302 114091
42 211 -110432 -58272 56191 103909 97275 114204
-39 -190 -110290 -58177 56268 104069 97219 114301
18 98 -110480 -57476 55817 104594 97158 114381
12 72 -109826 -57238 56249 105066 97073 114445
-40 -174 -110500 -56323 55284 105549 96979 114497
40 214 -110120 -56148 55521 105823 96872 114525
-33 -146 -110841 -56468 55046 105241 96750 114530
2 17 -111084 -56393 54833 105196 96630 114502
27 140 -111051 -57242 55230 104495 96516 114437
-43 -199 -111075 -57666 55399 104146 96425 114345
38 201 -110842 -57990 55740 103990 96369 114226
-20 -80 -110140 -58197 56411 104124 96347 114093
-17 -66 -109351 -58734 57279 104003 96367 113960
32 197 -109031 -58784 57542 104088 96418 113844
-46 -204 -108495 -59067 58092 104048 96492 113744
28 156 -108619 -59341 58089 103745 96576 113675
-4 4 -108769 -59803 58163 103273 96673 113630
-29 -134 -109129 -60036 57978 102924 96773 113606
38 217 -108871 -61372 58758 101920 96877 113606
-38 -178 -108121 -62298 59779 101474 96982 113626
17 86 -107401 -63214 60762 101026 97086 113666
15 82 -106187 -63952 62072 100916 97185 113731
-39 -183 -105650 -64380 62670 100776 97261 113825
39 210 -105310 -64253 62884 101013 97318 113941
-30 -140 -105533 -64001 62581 101110 97336 114068
-2 2 -105818 -64032 62357 100946 97314 114201
30 150 -106269 -64309 62109 100517 97255 114324
-42 -206 -105883 -65296 62855 99848 97163 114422
36 191 -106014 -65372 62794 99742 97054 114486
-16 -66 -106084 -65629 62852 99515 96941 114520
-19 -82 -105064 -66453 64037 99263 96833 114525
36 202 -104839 -65695 63897 100003 96725 114502
-46 -201 -105035 -65455 63617 100118 96631 114458
23 138 -104744 -65044 63677 100566 96545 114399
-1 17 -105589 -64091 62566 100993 96464 114323
-33 -144 -106293 -64161 62015 100632 96408 114235
42 216 -106870 -63585 61314 100874 96368 114129
-38 -176 -107041 -64119 61413 100362 96359 114011
11 80 -107058 -64041 61381 100438 96380 113884
14 98 -106712 -64149 61716 100508 96438 113764
-42 -184 -106807 -63604 61404 100946 96531 113667
35 218 -106114 -63215 61803 101559 96640 113600
-31 -123 -106143 -63124 61719 101607 96766 113563
-9 -7 -106348 -63056 61510 101563 96893 113572
28 160 -106712 -62950 61166 101486 97009 113611
-39 -209 -107064 -62895 60861 101378 97106 113677
35 184 -107387 -63150 60717 101035 97180 113758
-12 -54 -107315 -63590 60975 100712 97235 113852
-18 -92 -107450 -63416 60802 100823 97276 113949
38 200 -106786 -63306 61305 101207 97293 114050
-43 -200 -106759 -62715 61070 101719 97291 114156
22 132 -106418 -62624 61295 101933 97259 114266
6 27 -107029 -61681 60376 102459 97198 114370
-34 -153 -107218 -61629 60194 102403 97111 114461
41 216 -107446 -61939 60139 102030 96999 114528
-35 -175 -107376 -62722 60537 101402 96873 114563
9 61 -107607 -62727 60361 101305 96737 114552
20 109 -107402 -63623 60914 100656 96613 114504
-42 -191 -107073 -63509 61147 100910 96513 114426
38 212 -106546 -63890 61732 100819 96439 114326
-30 -114 -106039 -63685 62057 101207 96398 114219
-10 -27 -105937 -63285 61957 101566 96379 114103
29 172 -106175 -63463 61820 101300 96390 113997
-46 -204 -106378 -63224 61554 101393 96418 113892
33 181 -106632 -63741 61569 100844 96465 113799
-12 -40 -107011 -63596 61207 100810 96528 113716
-25 -100 -107300 -64173 61223 100223 96615 113647
36 210 -106643 -64307 61838 100406 96720 113599
-45 -192 -106731 -64145 61695 100524 96843 113573
21 123 -105841 -64093 62408 100942 96974 113583
6 40 -106003 -63384 61957 101460 97095 113628
-33 -165 -106267 -62785 61473 101838 97198 113712
38 215 -107131 -61942 60397 102171 97273 113826
-33 -169 -107548 -61751 59980 102146 97314 113951
8 47 -108300 -61141 59122 102344 97316 114076
24 119 -108434 -61651 59236 101869 97287 114195
-40 -195 -108317 -62091 59525 101571 97233 114300
39 205 -108146 -61722 59520 101976 97160 114384
-22 -103 -107713 -61728 59876 102164 97078 114448
-14 -40 -107593 -61074 59688 102765 96985 114493
34 177 -107686 -60467 59343 103224 96884 114518
-46 -205 -108081 -59824 58737 103580 96771 114522
30 167 -108503 -59750 58354 103443 96653 114498
-6 -30 -109253 -59802 57764 103081 96541 114444
-25 -112 -109294 -60218 57921 102718 96448 114362
40 211 -109220 -60331 58042 102670 96378 114252
-42 -191 -109077 -60489 58233 102609 96342 114117
18 113 -108613 -61037 58843 102363 96351 113984
6 59 -107817 -60822 59405 102878 96397 113854
-41 -168 -107802 -60719 59348 102966 96470 113749
38 220 -107718 -60568 59346 103105 96568 113670
-38 -153 -107726 -60888 59469 102809 96672 113622
3 34 -107613 -61648 59880 102197 96777 113600
21 130 -108074 -62090 59692 101636 96881 113608
-39 -201 -107927 -62579 60039 101295 96986 113633
39 201 -107585 -63085 60545 101034 97085 113679
-20 -93 -107225 -63252 60920 101063 97175 113741
-14 -52 -106506 -63482 61605 101179 97254 113831
33 182 -105980 -63512 62027 101368 97305 113941
-43 -208 -106077 -62991 61715 101753 97328 114066
29 162 -106254 -63035 61578 101621 97314 114196
-3 -17 -106160 -63528 61863 101225 97258 114323
-26 -124 -106600 -64020 61712 100625 97166 114429
41 211 -106346 -64822 62278 100059 97056 114501
-38 -189 -105815 -66067 63245 99245 96931 114538
16 100 -105221 -66494 63918 99151 96809 114540
12 73 -104512 -67166 64775 98897 96695 114508
-41 -172 -103858 -67173 65308 99163 96597 114451
39 214 -103429 -67646 65842 98931 96517 114378
-35 -148 -103547 -67616 65716 98892 96451 114299
-2 17 -103536 -67814 65807 98713 96404 114208
28 138 -104155 -67835 65307 98425 96377 114103
-46 -197 -104035 -68277 65613 98101 96377 113989
38 199 -104090 -68689 65753 97739 96400 113865
-20 -80 -104024 -69332 66086 97251 96463 113752
-20 -66 -102872 -69790 67237 97359 96556 113658
32 196 -102855 -69290 67025 97793 96667 113590
-48 -201 -102775 -68943 66937 98114 96803 113558
24 156 -103196 -68161 66248 98589 96934 113572
-8 3 -103398 -67496 65802 99037 97056 113619
-26 -141 -103946 -67405 65307 98869 97150 113697
41 211 -104351 -67739 65120 98417 97221 113795
-38 -187 -104587 -67859 64995 98226 97266 113899
17 89 -104338 -68434 65455 97866 97288 114007
14 83 -103581 -69239 66423 97524 97288 114111
-38 -181 -103109 -69303 66833 97685 97266 114216
37 213 -102544 -69116 67208 98075 97223 114315
-29 -139 -102538 -68740 67036 98381 97154 114404
-5 5 -102897 -68502 66627 98414 97061 114481
28 149 -103218 -68482 66352 98281 96950 114538
-43 -203 -103695 -68443 65951 98109 96823 114560
34 191 -103924 -68583 65836 97899 96691 114542
-15 -68 -104125 -68761 65756 97677 96568 114486
-20 -79 -104154 -68636 65690 97793 96471 114397
36 200 -103506 -68810 66299 97931 96402 114286
-46 -200 -103738 -67954 65736 98565 96369 114165
24 141 -103534 -67399 65659 99105 96370 114043
0 17 -103852 -66627 65057 99603 96396 113930
-35 -144 -104280 -66582 64679 99438 96443 113828
42 214 -104742 -66662 64338 99168 96510 113747
-41 -176 -105635 -65603 63176 99684 96588 113680
12 77 -105725 -66194 63364 99160 96679 113631
15 97 -106378 -65395 62502 99588 96785 113600
-45 -182 -106081 -65064 62626 100009 96904 113592
40 213 -105782 -64473 62621 100636 97025 113611
-29 -128 -105925 -63895 62241 101065 97137 113666
-6 -15 -106179 -62873 61588 101809 97232 113756
29 157 -106555 -62656 61172 101818 97298 113873
-43 -210 -107266 -61815 60236 102216 97329 114008
35 185 -108157 -61003 59171 102519 97316 114140
-11 -56 -108918 -60339 58282 102761 97270 114257
-18 -90 -109541 -60117 57686 102706 97197 114357
39 201 -109891 -59260 57052 103306 97108 114434
-41 -197 -109972 -58625 56724 103832 97013 114482
22 135 -109629 -58000 56739 104507 96913 114509
3 28 -109962 -56985 56016 105219 96807 114514
-35 -147 -110319 -56698 55582 105299 96704 114498
40 214 -110784 -55605 54741 106005 96600 114460
-36 -173 -111596 -55570 54054 105685 96503 114394
8 66 -111841 -55401 53799 105723 96422 114309
23 107 -112006 -56164 53991 105017 96365 114196
-41 -187 -111602 -56636 54538 104809 96342 114070
39 213 -110870 -57338 55444 104534 96360 113932
-26 -112 -110202 -57592 56095 104607 96414 113805
-10 -25 -110034 -57398 56136 104840 96499 113699
31 170 -109869 -57330 56229 104956 96606 113631
-47 -201 -109500 -57510 56602 104932 96723 113593
33 179 -110169 -57287 55949 104824 96838 113589
-13 -38 -110201 -58053 56251 104157 96946 113614
-19 -107 -110988 -57402 55341 104389 97045 113662
43 205 -110619 -58048 55937 104009 97133 113724
-41 -198 -110587 -58221 56043 103896 97203 113799
23 126 -110126 -58235 56433 104094 97264 113892
8 39 -109809 -57752 56485 104640 97301 113998
-36 -162 -109714 -57205 56319 105126 97312 114109
40 217 -110215 -56647 55650 105380 97290 114236
-34 -169 -110774 -55635 54763 105981 97232 114356
8 50 -111373 -55542 54231 105797 97138 114452
22 119 -111932 -55298 53683 105767 97023 114522
-40 -194 -112108 -55686 53711 105376 96891 114554
39 207 -112259 -55603 53564 105404 96762 114548
-22 -100 -111849 -55571 53897 105617 96644 114502
-13 -36 -111791 -55200 53779 105968 96545 114429
34 177 -111397 -55006 54013 106294 96471 114340
-47 -202 -111336 -54855 53977 106434 96418 114245
30 169 -111391 -54448 53752 106732 96390 114142
-6 -29 -111748 -54788 53593 106276 96381 114036
-27 -109 -112373 -54698 53046 106093 96395 113935
43 210 -112708 -54566 52737 106063 96436 113828
-41 -187 -112415 -55374 53329 105518 96497 113730
18 114 -112401 -55384 53353 105541 96585 113648
9 62 -111767 -55533 53942 105693 96699 113589
-40 -164 -111143 -56028 54655 105539 96831 113560
39 219 -110304 -56323 55458 105631 96963 113573
-33 -159 -110497 -56019 55152 105786 97086 113624
6 29 -110294 -56689 55592 105288 97187 113711
25 125 -110204 -57144 55862 104923 97254 113819
-43 -200 -110194 -58460 56432 103813 97295 113938
41 201 -109184 -60421 58101 102587 97303 114057
-20 -93 -108418 -61419 59164 102079 97282 114167
-13 -50 -107158 -63454 61057 100909 97241 114264
34 183 -106052 -64266 62306 100698 97181 114350
-45 -206 -105576 -64748 62886 100493 97108 114422
25 164 -104684 -64962 63699 100669 97015 114483
-6 -18 -104656 -65347 63864 100327 96905 114518
-27 -123 -104907 -66246 64027 99453 96792 114534
39 209 -104889 -66450 64136 99282 96664 114517
-40 -191 -105189 -66935 64106 98754 96547 114462
18 101 -104639 -67916 64986 98174 96451 114374
11 71 -104171 -68389 65573 97986 96379 114258
-41 -169 -103783 -68881 66101 97751 96351 114127
40 216 -102828 -69174 67006 97911 96361 113998
-36 -144 -102958 -68317 66520 98570 96400 113874
-2 20 -103164 -67855 66139 98854 96465 113774
26 139 -103721 -67455 65506 98937 96546 113697
-45 -198 -104214 -67362 65066 98795 96637 113647
39 196 -104526 -67518 64889 98531 96738 113615
-21 -77 -104721 -67510 64738 98464 96840 113604
-15 -69 -104789 -67917 64866 98114 96948 113613
38 192 -104190 -68149 65463 98189 97057 113646
-45 -205 -103429 -68407 66196 98299 97159 113705
29 152 -103093 -68330 66417 98506 97240 113795
-5 -2 -103155 -67937 66188 98796 97305 113907
-31 -140 -103326 -67644 65916 98951 97332 114038
41 211 -103732 -67637 65575 98770 97318 114174
-39 -187 -104052 -67786 65386 98505 97265 114302
17 87 -104349 -68010 65247 98196 97177 114402
15 82 -104676 -67963 64973 98117 97075 114474
-41 -180 -104282 -68125 65380 98164 96963 114514
40 213 -104031 -68035 65546 98363 96853 114524
-32 -136 -103454 -67953 65978 98674 96745 114504
-5 8 -103171 -68020 66217 98728 96643 114465
26 148 -103046 -67739 66192 98995 96553 114408
-45 -202 -103694 -67511 65547 98896 96469 114336
34 190 -104165 -67617 65208 98600 96409 114247
-16 -70 -104439 -67749 65054 98372 96363 114139
-20 -76 -104597 -68021 65057 98087 96352 114016
37 200 -104402 -68478 65417 97804 96375 113889
-45 -197 -104380 -68217 65331 98058 96435 113770
24 143 -104277 -66900 64864 99224 96526 113670
-2 18 -104564 -66389 64396 99531 96640 113599
